0,100000	-1,000000	-1,000000	0,000000
0,200000	-0,703125	-0,698970	0,005909
0,300000	-0,531250	-0,522879	0,015758
0,400000	-0,406250	-0,397940	0,020455
0,500000	-0,312500	-0,301030	0,036704
0,600000	-0,234375	-0,221849	0,053445
0,700000	-0,156250	-0,154902	0,008627
0,800000	-0,109375	-0,096910	0,113966
0,900000	-0,046875	-0,045757	0,023840
1,000000	-0,015625	-0,000000	1,000000
1,100000	0,031250	0,041393	0,324566
1,200000	0,078125	0,079181	0,013520
1,300000	0,109375	0,113943	0,041768
1,400000	0,140625	0,146128	0,039133
1,500000	0,171875	0,176091	0,024531
1,600000	0,203125	0,204120	0,004898
1,700000	0,218750	0,230449	0,053481
1,800000	0,250000	0,255273	0,021090
1,900000	0,265625	0,278754	0,049425
2,000000	0,296875	0,301030	0,013996
2,100000	0,312500	0,322219	0,031102
2,200000	0,328125	0,342423	0,043574
2,300000	0,359375	0,361728	0,006547
2,400000	0,375000	0,380211	0,013897
2,500000	0,390625	0,397940	0,018726
2,600000	0,406250	0,414973	0,021473
2,700000	0,421875	0,431364	0,022492
2,800000	0,437500	0,447158	0,022076
2,900000	0,453125	0,462398	0,020465
3,000000	0,468750	0,477121	0,017859
3,100000	0,484375	0,491362	0,014424
3,200000	0,500000	0,505150	0,010300
3,300000	0,515625	0,518514	0,005603
3,400000	0,531250	0,531479	0,000431
3,500000	0,531250	0,544068	0,024128
3,600000	0,546875	0,556303	0,017239
3,700000	0,562500	0,568202	0,010136
3,800000	0,578125	0,579784	0,002869
3,900000	0,578125	0,591065	0,022382
4,000000	0,593750	0,602060	0,013996
4,100000	0,609375	0,612784	0,005594
4,200000	0,609375	0,623249	0,022768
4,300000	0,625000	0,633468	0,013550
4,400000	0,640625	0,643453	0,004414
4,500000	0,640625	0,653213	0,019649
4,600000	0,656250	0,662758	0,009917
4,700000	0,671875	0,672098	0,000332
4,800000	0,671875	0,681241	0,013940
4,900000	0,687500	0,690196	0,003922
5,000000	0,687500	0,698970	0,016684
5,100000	0,703125	0,707570	0,006322
5,200000	0,703125	0,716003	0,018316
5,300000	0,718750	0,724276	0,007688
5,400000	0,718750	0,732394	0,018983
5,500000	0,734375	0,740363	0,008153
5,600000	0,734375	0,748188	0,018809
5,700000	0,750000	0,755875	0,007833
5,800000	0,750000	0,763428	0,017904
5,900000	0,765625	0,770852	0,006827
6,000000	0,765625	0,778151	0,016361
6,100000	0,781250	0,785330	0,005222
6,200000	0,781250	0,792392	0,014261
6,300000	0,796875	0,799341	0,003094
6,400000	0,796875	0,806180	0,011677
6,500000	0,812500	0,812913	0,000509
6,600000	0,812500	0,819544	0,008669
6,700000	0,812500	0,826075	0,016707
6,800000	0,828125	0,832509	0,005294
6,900000	0,828125	0,838849	0,012950
7,000000	0,843750	0,845098	0,001598
7,100000	0,843750	0,851258	0,008899
7,200000	0,843750	0,857332	0,016098
7,300000	0,859375	0,863323	0,004594
7,400000	0,859375	0,869232	0,011470
7,500000	0,875000	0,875061	0,000070
7,600000	0,875000	0,880814	0,006644
7,700000	0,875000	0,886491	0,013132
7,800000	0,890625	0,892095	0,001650
7,900000	0,890625	0,897627	0,007862
8,000000	0,890625	0,903090	0,013996
8,100000	0,906250	0,908485	0,002466
8,200000	0,906250	0,913814	0,008346
8,300000	0,906250	0,919078	0,014155
8,400000	0,921875	0,924279	0,002608
8,500000	0,921875	0,929419	0,008183
8,600000	0,921875	0,934498	0,013693
8,700000	0,937500	0,939519	0,002154
8,800000	0,937500	0,944483	0,007448
8,900000	0,937500	0,949390	0,012683
9,000000	0,953125	0,954243	0,001172
9,100000	0,953125	0,959041	0,006207
9,200000	0,953125	0,963788	0,011187
9,300000	0,953125	0,968483	0,016113
9,400000	0,968750	0,973128	0,004519
9,500000	0,968750	0,977724	0,009263
9,600000	0,968750	0,982271	0,013957
9,700000	0,984375	0,986772	0,002435
9,800000	0,984375	0,991226	0,006960
9,900000	0,984375	0,995635	0,011439
10,000000	0,984375	1,000000	0,015873
